transaction_id,customer_id,transaction_date,product_category,size_tier,quantity,price_per_unit,discount_percent,sales_channel,total_amount
TX000206,CUST00051,2024-09-16 00:00:00,Accessories,XS,2,66.96,0.0,In-Store,133.92
TX000207,CUST00051,2024-12-26 00:00:00,Apparel,S,1,88.94,0.0,In-Store,88.94
TX000208,CUST00051,2025-03-30 00:00:00,Apparel,M,1,76.36,9.26,In-Store,69.29
TX000209,CUST00051,2025-11-12 00:00:00,Accessories,L,3,31.22,0.0,Online,93.66
TX000210,CUST00052,2025-06-05 00:00:00,Apparel,M,1,60.82,0.0,In-Store,60.82
TX000211,CUST00052,2025-09-24 00:00:00,Footwear,L,2,83.53,8.07,Online,153.58
TX000212,CUST00052,2026-05-31 00:00:00,Apparel,S,1,37.1,14.5,In-Store,31.72
TX000213,CUST00052,2026-06-26 00:00:00,Accessories,M,2,73.69,0.0,Online,147.38
TX000214,CUST00053,2024-09-24 00:00:00,Apparel,M,1,68.76,28.57,In-Store,49.12
TX000215,CUST00053,2025-01-20 00:00:00,Home & Living,M,1,211.32,0.0,In-Store,211.32
TX000216,CUST00053,2025-07-16 00:00:00,Apparel,S,1,105.53,0.0,In-Store,105.53
TX000217,CUST00054,2024-10-04 00:00:00,Apparel,S,3,98.72,0.0,In-Store,296.16
TX000218,CUST00054,2024-10-19 00:00:00,Accessories,XL,4,45.62,0.0,In-Store,182.48
TX000219,CUST00054,2026-02-18 00:00:00,Footwear,M,1,159.01,37.31,In-Store,99.68
TX000220,CUST00054,2026-03-06 00:00:00,Apparel,S,2,92.41,0.0,Online,184.82
TX000221,CUST00054,2026-03-23 00:00:00,Home & Living,M,2,90.59,0.0,Online,181.18
TX000222,CUST00054,2026-06-10 00:00:00,Apparel,L,1,118.91,28.76,Online,84.71
TX000223,CUST00055,2025-06-15 00:00:00,Home & Living,M,1,287.96,0.0,Online,287.96
TX000224,CUST00055,2025-07-28 00:00:00,Apparel,M,2,107.17,0.0,Online,214.34
TX000225,CUST00055,2025-09-29 00:00:00,Apparel,S,1,36.59,0.0,In-Store,36.59
TX000226,CUST00055,2025-12-18 00:00:00,Footwear,M,1,161.8,0.0,Online,161.8
TX000227,CUST00055,2026-02-03 00:00:00,Footwear,M,1,68.79,29.98,In-Store,48.17
TX000228,CUST00056,2024-05-27 00:00:00,Apparel,L,2,44.71,0.0,Online,89.42
TX000229,CUST00056,2025-08-05 00:00:00,Apparel,S,1,101.05,8.22,Online,92.74
TX000230,CUST00056,2025-09-05 00:00:00,Apparel,XL,1,36.85,29.16,Online,26.1
TX000231,CUST00056,2025-09-16 00:00:00,Accessories,M,1,71.5,0.0,In-Store,71.5
TX000232,CUST00056,2025-09-23 00:00:00,Footwear,M,1,128.4,0.0,Online,128.4
TX000233,CUST00056,2026-06-03 00:00:00,Accessories,S,1,19.21,0.0,Online,19.21
TX000234,CUST00057,2024-11-12 00:00:00,Home & Living,XL,1,207.19,0.0,Online,207.19
TX000235,CUST00057,2025-11-03 00:00:00,Accessories,M,1,14.59,0.0,In-Store,14.59
TX000236,CUST00057,2026-05-27 00:00:00,Home & Living,L,1,206.66,0.0,Online,206.66
TX000237,CUST00058,2024-04-29 00:00:00,Apparel,L,1,63.64,7.22,In-Store,59.05
TX000238,CUST00058,2024-06-16 00:00:00,Accessories,XL,1,16.37,0.0,Online,16.37
TX000239,CUST00058,2024-10-20 00:00:00,Apparel,M,1,94.19,25.53,Online,70.14
TX000240,CUST00058,2024-11-12 00:00:00,Home & Living,XL,1,195.98,0.0,Online,195.98
TX000241,CUST00058,2025-08-07 00:00:00,Home & Living,L,2,214.62,0.0,Online,429.24
TX000242,CUST00058,2025-10-20 00:00:00,Accessories,S,1,54.63,0.0,In-Store,54.63
TX000243,CUST00059,2025-10-24 00:00:00,Footwear,S,1,197.94,0.0,Online,197.94
TX000244,CUST00059,2026-01-19 00:00:00,Accessories,S,1,65.76,0.0,Online,65.76
TX000245,CUST00059,2026-04-26 00:00:00,Accessories,M,3,20.73,12.43,Online,54.46
TX000246,CUST00059,2026-06-01 00:00:00,Footwear,M,1,189.87,22.42,In-Store,147.3
TX000247,CUST00060,2026-03-02 00:00:00,Home & Living,L,1,230.83,0.0,In-Store,230.83
TX000248,CUST00061,2025-07-08 00:00:00,Accessories,M,1,33.86,8.53,Online,30.97
TX000249,CUST00061,2026-01-06 00:00:00,Apparel,L,1,89.51,0.0,In-Store,89.51
TX000250,CUST00061,2026-03-24 00:00:00,Footwear,S,1,81.96,0.0,Online,81.96
TX000251,CUST00061,2026-05-09 00:00:00,Apparel,XS,3,109.79,0.0,Online,329.37
TX000252,CUST00062,2025-11-02 00:00:00,Footwear,M,1,65.2,0.0,Online,65.2
TX000253,CUST00063,2025-10-16 00:00:00,Home & Living,XL,1,271.43,0.0,Online,271.43
TX000254,CUST00064,2025-01-18 00:00:00,Accessories,XS,1,28.52,9.21,Online,25.89
TX000255,CUST00064,2026-01-15 00:00:00,Footwear,M,3,197.44,22.12,Online,461.3
TX000256,CUST00064,2026-04-02 00:00:00,Footwear,S,1,193.65,0.0,Online,193.65
TX000257,CUST00065,2025-09-22 00:00:00,Home & Living,L,1,56.89,0.0,In-Store,56.89
TX000258,CUST00065,2026-04-28 00:00:00,Home & Living,L,2,264.0,0.0,Online,528.0
TX000259,CUST00065,2026-05-21 00:00:00,Apparel,M,2,72.72,29.81,Online,102.08
TX000260,CUST00066,2024-12-24 00:00:00,Footwear,M,1,155.02,0.0,Online,155.02
TX000261,CUST00066,2025-02-03 00:00:00,Home & Living,S,1,131.35,0.0,In-Store,131.35
TX000262,CUST00066,2025-11-26 00:00:00,Accessories,M,1,13.39,0.0,Online,13.39
TX000263,CUST00067,2025-05-05 00:00:00,Home & Living,S,1,60.68,13.28,In-Store,52.62
TX000264,CUST00067,2025-09-13 00:00:00,Home & Living,S,2,191.06,0.0,Online,382.12
TX000265,CUST00068,2025-10-02 00:00:00,Apparel,M,3,83.81,16.85,In-Store,209.06
TX000266,CUST00068,2025-10-31 00:00:00,Accessories,L,1,45.78,0.0,In-Store,45.78
TX000267,CUST00068,2025-12-17 00:00:00,Home & Living,XS,2,153.85,0.0,In-Store,307.7
TX000268,CUST00068,2025-12-18 00:00:00,Apparel,XL,1,51.04,0.0,Online,51.04
TX000269,CUST00068,2026-04-27 00:00:00,Footwear,M,1,129.87,0.0,Online,129.87
TX000270,CUST00069,2025-04-26 00:00:00,Accessories,XL,1,47.17,0.0,Online,47.17
TX000271,CUST00069,2025-07-02 00:00:00,Home & Living,S,1,93.39,0.0,Online,93.39
TX000272,CUST00069,2026-06-10 00:00:00,Apparel,XS,1,114.49,8.32,In-Store,104.96
TX000273,CUST00070,2025-04-16 00:00:00,Home & Living,M,1,221.95,0.0,In-Store,221.95
TX000274,CUST00071,2026-03-01 00:00:00,Home & Living,M,1,290.79,0.0,In-Store,290.79
TX000275,CUST00071,2026-06-12 00:00:00,Apparel,M,2,90.37,0.0,Online,180.74
TX000276,CUST00072,2025-12-31 00:00:00,Home & Living,M,1,201.9,0.0,Online,201.9
TX000277,CUST00073,2025-12-31 00:00:00,Accessories,S,1,63.01,10.7,In-Store,56.27
TX000278,CUST00073,2026-04-09 00:00:00,Home & Living,XS,1,82.1,0.0,In-Store,82.1
TX000279,CUST00073,2026-04-13 00:00:00,Accessories,S,1,51.93,0.0,In-Store,51.93
TX000280,CUST00074,2025-08-25 00:00:00,Accessories,XL,1,15.43,11.27,Online,13.69
TX000281,CUST00074,2025-09-10 00:00:00,Apparel,S,1,102.73,0.0,Online,102.73
TX000282,CUST00075,2025-03-06 00:00:00,Home & Living,S,1,67.62,0.0,Online,67.62
