transaction_id,customer_id,transaction_date,product_category,size_tier,quantity,price_per_unit,discount_percent,sales_channel,total_amount,return_date,return_reason,refund_amount,is_returned,net_revenue,acquisition_channel,city,country,recency,frequency,net_monetary,customer_segment,cac,cpa
TX000055,CUST00011,2024-03-05 00:00:00,Footwear,XL,1,171.97,0.0,In-Store,171.97,,,0.0,0,171.97,Email,Miami,United States,177.0,7,884.54,,187.08,4.71
TX000056,CUST00011,2024-06-03 00:00:00,Home & Living,M,1,70.81,0.0,In-Store,70.81,,,0.0,0,70.81,Email,Miami,United States,177.0,7,884.54,,187.08,4.71
TX000057,CUST00011,2025-03-26 00:00:00,Apparel,M,1,86.62,0.0,Online,86.62,,,0.0,0,86.62,Email,Miami,United States,177.0,7,884.54,,187.08,4.71
TX000058,CUST00011,2025-05-05 00:00:00,Accessories,XL,1,60.03,9.22,Online,54.5,,,0.0,0,54.5,Email,Miami,United States,177.0,7,884.54,,187.08,4.71
TX000059,CUST00011,2025-08-16 00:00:00,Footwear,S,3,120.72,0.0,Online,362.16,,,0.0,0,362.16,Email,Miami,United States,177.0,7,884.54,,187.08,4.71
TX000060,CUST00011,2026-01-05 00:00:00,Footwear,XL,1,51.18,0.0,In-Store,51.18,,,0.0,0,51.18,Email,Miami,United States,177.0,7,884.54,,187.08,4.71
TX000061,CUST00012,2024-05-20 00:00:00,Footwear,S,1,59.11,25.17,Online,44.23,,,0.0,0,44.23,Meta Ads,Boston,United States,242.0,7,948.19,,679.22,23.26
TX000062,CUST00012,2025-02-04 00:00:00,Footwear,M,1,143.4,0.0,Online,143.4,2025-02-16 00:00:00,Defective,143.4,1,0.0,Meta Ads,Boston,United States,242.0,7,948.19,,679.22,23.26
TX000063,CUST00012,2025-05-27 00:00:00,Footwear,M,1,84.82,36.82,Online,53.59,,,0.0,0,53.59,Meta Ads,Boston,United States,242.0,7,948.19,,679.22,23.26
TX000064,CUST00012,2025-08-23 00:00:00,Footwear,L,1,94.01,0.0,In-Store,94.01,,,0.0,0,94.01,Meta Ads,Boston,United States,242.0,7,948.19,,679.22,23.26
TX000065,CUST00012,2025-08-25 00:00:00,Home & Living,S,2,246.94,0.0,In-Store,493.88,,,0.0,0,493.88,Meta Ads,Boston,United States,242.0,7,948.19,,679.22,23.26
TX000066,CUST00012,2025-09-20 00:00:00,Footwear,M,1,79.92,0.0,Online,79.92,,,0.0,0,79.92,Meta Ads,Boston,United States,242.0,7,948.19,,679.22,23.26
TX000067,CUST00012,2025-11-01 00:00:00,Home & Living,S,1,182.56,0.0,Online,182.56,,,0.0,0,182.56,Meta Ads,Boston,United States,242.0,7,948.19,,679.22,23.26
TX000068,CUST00013,2024-10-09 00:00:00,Accessories,M,1,24.57,0.0,Online,24.57,2024-10-18 00:00:00,Not as Described,24.57,1,0.0,Meta Ads,Houston,United States,306.0,3,623.66,,679.22,23.26
TX000069,CUST00013,2025-05-26 00:00:00,Accessories,XS,2,66.79,0.0,Online,133.58,,,0.0,0,133.58,Meta Ads,Houston,United States,306.0,3,623.66,,679.22,23.26
TX000070,CUST00013,2025-08-29 00:00:00,Footwear,M,3,163.36,0.0,In-Store,490.08,,,0.0,0,490.08,Meta Ads,Houston,United States,306.0,3,623.66,,679.22,23.26
TX000071,CUST00014,2026-01-11 00:00:00,Apparel,M,2,111.54,12.3,Online,195.64,,,0.0,0,195.64,Email,Denver,United States,171.0,1,195.64,,187.08,4.71
TX000072,CUST00015,2026-02-20 00:00:00,Apparel,S,2,66.72,0.0,In-Store,133.44,,,0.0,0,133.44,Google Ads,Boston,United States,131.0,1,133.44,,700.68,23.52
TX000073,CUST00016,2025-12-26 00:00:00,Home & Living,L,2,144.98,0.0,Online,289.96,,,0.0,0,289.96,Email,San Francisco,United States,140.0,2,327.83,,187.08,4.71
TX000074,CUST00016,2026-02-11 00:00:00,Accessories,XL,1,37.87,0.0,In-Store,37.87,,,0.0,0,37.87,Email,San Francisco,United States,140.0,2,327.83,,187.08,4.71
TX000075,CUST00017,2024-11-01 00:00:00,Apparel,M,1,63.16,0.0,Online,63.16,2024-11-12 00:00:00,Defective,63.16,1,0.0,Organic,San Francisco,United States,149.0,2,0.0,,0.0,0.0
TX000076,CUST00017,2026-02-02 00:00:00,Apparel,XL,4,118.1,0.0,In-Store,472.4,2026-02-13 00:00:00,Late Delivery,472.4,1,0.0,Organic,San Francisco,United States,149.0,2,0.0,,0.0,0.0
TX000077,CUST00018,2025-05-17 00:00:00,Accessories,L,2,39.0,0.0,Online,78.0,,,0.0,0,78.0,Referral,Denver,United States,156.0,2,78.0,,0.0,0.0
TX000078,CUST00018,2026-01-26 00:00:00,Home & Living,S,2,242.11,0.0,Online,484.22,2026-02-01 00:00:00,Changed Mind,484.22,1,0.0,Referral,Denver,United States,156.0,2,78.0,,0.0,0.0
TX000079,CUST00019,2024-11-08 00:00:00,Home & Living,S,2,77.41,16.95,Online,128.58,,,0.0,0,128.58,Email,Seattle,United States,130.0,10,698.57,,187.08,4.71
TX000080,CUST00019,2024-12-12 00:00:00,Footwear,M,4,66.57,18.05,In-Store,218.22,2024-12-23 00:00:00,Wrong Size,218.22,1,0.0,Email,Seattle,United States,130.0,10,698.57,,187.08,4.71
TX000081,CUST00019,2025-03-11 00:00:00,Footwear,L,1,160.53,0.0,In-Store,160.53,,,0.0,0,160.53,Email,Seattle,United States,130.0,10,698.57,,187.08,4.71
TX000082,CUST00019,2025-05-22 00:00:00,Accessories,M,1,28.49,0.0,In-Store,28.49,,,0.0,0,28.49,Email,Seattle,United States,130.0,10,698.57,,187.08,4.71
TX000083,CUST00019,2025-06-20 00:00:00,Accessories,S,1,43.57,12.79,Online,38.0,,,0.0,0,38.0,Email,Seattle,United States,130.0,10,698.57,,187.08,4.71
TX000084,CUST00019,2026-01-10 00:00:00,Footwear,M,1,59.33,0.0,Online,59.33,,,0.0,0,59.33,Email,Seattle,United States,130.0,10,698.57,,187.08,4.71
TX000085,CUST00019,2026-01-19 00:00:00,Footwear,M,1,127.84,14.23,Online,109.65,,,0.0,0,109.65,Email,Seattle,United States,130.0,10,698.57,,187.08,4.71
TX000086,CUST00019,2026-01-20 00:00:00,Footwear,M,2,112.54,22.7,Online,173.99,,,0.0,0,173.99,Email,Seattle,United States,130.0,10,698.57,,187.08,4.71
TX000087,CUST00019,2026-02-09 00:00:00,Apparel,XL,1,68.27,8.92,Online,62.18,2026-02-23 00:00:00,Changed Mind,62.18,1,0.0,Email,Seattle,United States,130.0,10,698.57,,187.08,4.71
TX000088,CUST00019,2026-02-21 00:00:00,Apparel,XL,1,79.32,8.83,Online,72.32,2026-03-01 00:00:00,Wrong Size,72.32,1,0.0,Email,Seattle,United States,130.0,10,698.57,,187.08,4.71
TX000089,CUST00020,2025-05-08 00:00:00,Accessories,XS,1,58.08,10.48,Online,51.99,,,0.0,0,51.99,Google Ads,Chicago,United States,142.0,5,722.72,,700.68,23.52
TX000090,CUST00020,2025-09-06 00:00:00,Home & Living,L,1,273.58,0.0,Online,273.58,,,0.0,0,273.58,Google Ads,Chicago,United States,142.0,5,722.72,,700.68,23.52
TX000091,CUST00020,2025-09-17 00:00:00,Accessories,L,1,39.96,0.0,Online,39.96,,,0.0,0,39.96,Google Ads,Chicago,United States,142.0,5,722.72,,700.68,23.52
TX000092,CUST00020,2025-11-15 00:00:00,Footwear,M,1,185.04,6.6,In-Store,172.83,,,0.0,0,172.83,Google Ads,Chicago,United States,142.0,5,722.72,,700.68,23.52
TX000093,CUST00020,2026-02-09 00:00:00,Apparel,L,2,92.18,0.0,In-Store,184.36,,,0.0,0,184.36,Google Ads,Chicago,United States,142.0,5,722.72,,700.68,23.52
TX000094,CUST00021,2025-10-11 00:00:00,Apparel,XS,3,74.57,0.0,Online,223.71,,,0.0,0,223.71,Google Ads,Denver,United States,263.0,1,223.71,,700.68,23.52
TX000095,CUST00022,2025-05-28 00:00:00,Apparel,L,2,82.65,0.0,Online,165.3,2025-06-04 00:00:00,Defective,165.3,1,0.0,Meta Ads,Chicago,United States,50.0,10,1131.61,,679.22,23.26
TX000096,CUST00022,2025-06-17 00:00:00,Footwear,M,1,129.19,8.19,In-Store,118.61,,,0.0,0,118.61,Meta Ads,Chicago,United States,50.0,10,1131.61,,679.22,23.26
TX000097,CUST00022,2025-07-02 00:00:00,Accessories,S,1,15.83,0.0,Online,15.83,,,0.0,0,15.83,Meta Ads,Chicago,United States,50.0,10,1131.61,,679.22,23.26
TX000098,CUST00022,2025-09-27 00:00:00,Home & Living,S,1,224.02,0.0,Online,224.02,,,0.0,0,224.02,Meta Ads,Chicago,United States,50.0,10,1131.61,,679.22,23.26
TX000099,CUST00022,2025-12-05 00:00:00,Home & Living,M,1,254.35,8.04,In-Store,233.9,,,0.0,0,233.9,Meta Ads,Chicago,United States,50.0,10,1131.61,,679.22,23.26
TX000100,CUST00022,2026-02-08 00:00:00,Footwear,XS,3,90.39,24.36,Online,205.11,,,0.0,0,205.11,Meta Ads,Chicago,United States,50.0,10,1131.61,,679.22,23.26
TX000101,CUST00022,2026-03-21 00:00:00,Apparel,M,1,116.53,0.0,Online,116.53,,,0.0,0,116.53,Meta Ads,Chicago,United States,50.0,10,1131.61,,679.22,23.26
TX000102,CUST00022,2026-04-12 00:00:00,Home & Living,L,1,153.19,0.0,Online,153.19,,,0.0,0,153.19,Meta Ads,Chicago,United States,50.0,10,1131.61,,679.22,23.26
TX000103,CUST00022,2026-04-17 00:00:00,Accessories,M,2,44.94,0.0,In-Store,89.88,2026-04-25 00:00:00,Late Delivery,89.88,1,0.0,Meta Ads,Chicago,United States,50.0,10,1131.61,,679.22,23.26
TX000104,CUST00022,2026-05-12 00:00:00,Home & Living,S,1,79.36,18.83,Online,64.42,,,0.0,0,64.42,Meta Ads,Chicago,United States,50.0,10,1131.61,,679.22,23.26
TX000105,CUST00023,2026-03-01 00:00:00,Home & Living,XL,1,220.08,0.0,In-Store,220.08,,,0.0,0,220.08,Google Ads,Los Angeles,United States,3.0,2,292.31,,700.68,23.52
TX000106,CUST00023,2026-06-28 00:00:00,Accessories,S,1,72.23,0.0,In-Store,72.23,,,0.0,0,72.23,Google Ads,Los Angeles,United States,3.0,2,292.31,,700.68,23.52
TX000107,CUST00024,2026-04-17 00:00:00,Home & Living,M,1,218.34,0.0,Online,218.34,,,0.0,0,218.34,Email,Denver,United States,17.0,6,747.28,,187.08,4.71
TX000108,CUST00024,2026-04-22 00:00:00,Accessories,M,1,68.19,0.0,In-Store,68.19,,,0.0,0,68.19,Email,Denver,United States,17.0,6,747.28,,187.08,4.71
TX000109,CUST00024,2026-05-02 00:00:00,Apparel,S,1,109.79,0.0,Online,109.79,,,0.0,0,109.79,Email,Denver,United States,17.0,6,747.28,,187.08,4.71
TX000110,CUST00024,2026-05-04 00:00:00,Footwear,XS,2,103.69,31.88,In-Store,141.27,,,0.0,0,141.27,Email,Denver,United States,17.0,6,747.28,,187.08,4.71
TX000111,CUST00024,2026-05-19 00:00:00,Accessories,M,1,24.4,7.81,In-Store,22.49,,,0.0,0,22.49,Email,Denver,United States,17.0,6,747.28,,187.08,4.71
TX000112,CUST00024,2026-06-14 00:00:00,Home & Living,XS,2,93.6,0.0,In-Store,187.2,,,0.0,0,187.2,Email,Denver,United States,17.0,6,747.28,,187.08,4.71
TX000113,CUST00025,2025-09-05 00:00:00,Accessories,M,1,52.89,0.0,In-Store,52.89,,,0.0,0,52.89,Referral,Austin,United States,11.0,8,674.1,,0.0,0.0
TX000114,CUST00025,2025-10-28 00:00:00,Accessories,L,2,18.28,0.0,In-Store,36.56,,,0.0,0,36.56,Referral,Austin,United States,11.0,8,674.1,,0.0,0.0
TX000115,CUST00025,2025-12-11 00:00:00,Home & Living,M,1,214.66,0.0,In-Store,214.66,,,0.0,0,214.66,Referral,Austin,United States,11.0,8,674.1,,0.0,0.0
TX000116,CUST00025,2026-01-22 00:00:00,Footwear,L,1,114.07,0.0,In-Store,114.07,,,0.0,0,114.07,Referral,Austin,United States,11.0,8,674.1,,0.0,0.0
TX000117,CUST00025,2026-03-23 00:00:00,Footwear,L,1,152.03,0.0,Online,152.03,,,0.0,0,152.03,Referral,Austin,United States,11.0,8,674.1,,0.0,0.0
TX000118,CUST00025,2026-05-12 00:00:00,Accessories,M,1,69.7,0.0,Online,69.7,,,0.0,0,69.7,Referral,Austin,United States,11.0,8,674.1,,0.0,0.0
TX000119,CUST00025,2026-05-16 00:00:00,Apparel,XL,4,46.43,0.0,In-Store,185.72,2026-05-22 00:00:00,Not as Described,185.72,1,0.0,Referral,Austin,United States,11.0,8,674.1,,0.0,0.0
TX000120,CUST00025,2026-06-20 00:00:00,Apparel,M,1,34.19,0.0,In-Store,34.19,,,0.0,0,34.19,Referral,Austin,United States,11.0,8,674.1,,0.0,0.0
TX000121,CUST00026,2025-12-24 00:00:00,Accessories,S,3,64.11,0.0,Online,192.33,2026-01-03 00:00:00,Late Delivery,192.33,1,0.0,Organic,Austin,United States,95.0,2,0.0,,0.0,0.0
TX000122,CUST00026,2026-03-28 00:00:00,Footwear,XS,2,143.8,0.0,Online,287.6,2026-04-03 00:00:00,Wrong Size,287.6,1,0.0,Organic,Austin,United States,95.0,2,0.0,,0.0,0.0
TX000123,CUST00027,2025-02-05 00:00:00,Footwear,L,1,142.6,0.0,In-Store,142.6,,,0.0,0,142.6,Google Ads,Seattle,United States,263.0,4,418.37,,700.68,23.52
TX000124,CUST00027,2025-02-09 00:00:00,Footwear,S,1,169.27,0.0,In-Store,169.27,,,0.0,0,169.27,Google Ads,Seattle,United States,263.0,4,418.37,,700.68,23.52
TX000125,CUST00027,2025-03-28 00:00:00,Apparel,XS,1,56.18,7.57,Online,51.93,,,0.0,0,51.93,Google Ads,Seattle,United States,263.0,4,418.37,,700.68,23.52
TX000126,CUST00027,2025-10-11 00:00:00,Accessories,M,3,18.19,0.0,Online,54.57,,,0.0,0,54.57,Google Ads,Seattle,United States,263.0,4,418.37,,700.68,23.52
TX000127,CUST00028,2026-01-20 00:00:00,Accessories,S,1,38.33,0.0,In-Store,38.33,,,0.0,0,38.33,Organic,Miami,United States,158.0,2,68.39,,0.0,0.0
TX000128,CUST00028,2026-01-24 00:00:00,Accessories,XS,1,30.06,0.0,Online,30.06,,,0.0,0,30.06,Organic,Miami,United States,158.0,2,68.39,,0.0,0.0
TX000129,CUST00029,2025-06-30 00:00:00,Accessories,S,4,51.64,0.0,Online,206.56,,,0.0,0,206.56,Referral,Miami,United States,107.0,5,397.03,,0.0,0.0
TX000130,CUST00029,2025-11-26 00:00:00,Footwear,M,1,99.67,0.0,In-Store,99.67,,,0.0,0,99.67,Referral,Miami,United States,107.0,5,397.03,,0.0,0.0
TX000131,CUST00029,2026-01-05 00:00:00,Accessories,XL,1,66.95,0.0,Online,66.95,,,0.0,0,66.95,Referral,Miami,United States,107.0,5,397.03,,0.0,0.0
TX000132,CUST00029,2026-02-17 00:00:00,Accessories,L,1,23.85,0.0,In-Store,23.85,,,0.0,0,23.85,Referral,Miami,United States,107.0,5,397.03,,0.0,0.0
TX000133,CUST00029,2026-03-16 00:00:00,Footwear,XS,1,77.64,0.0,Online,77.64,2026-03-18 00:00:00,Defective,77.64,1,0.0,Referral,Miami,United States,107.0,5,397.03,,0.0,0.0
TX000134,CUST00030,2025-10-07 00:00:00,Apparel,L,1,51.99,11.55,Online,45.99,,,0.0,0,45.99,Google Ads,San Francisco,United States,105.0,2,110.78,,700.68,23.52
TX000135,CUST00030,2026-03-18 00:00:00,Accessories,M,1,64.79,0.0,Online,64.79,,,0.0,0,64.79,Google Ads,San Francisco,United States,105.0,2,110.78,,700.68,23.52
TX000136,CUST00031,2026-04-03 00:00:00,Home & Living,L,1,284.41,0.0,In-Store,284.41,,,0.0,0,284.41,Referral,New York,United States,12.0,6,1059.35,,0.0,0.0
TX000137,CUST00031,2026-04-07 00:00:00,Apparel,M,1,108.86,9.74,Online,98.26,,,0.0,0,98.26,Referral,New York,United States,12.0,6,1059.35,,0.0,0.0
TX000138,CUST00031,2026-04-16 00:00:00,Footwear,M,4,86.68,26.56,Online,254.63,,,0.0,0,254.63,Referral,New York,United States,12.0,6,1059.35,,0.0,0.0
TX000139,CUST00031,2026-04-24 00:00:00,Home & Living,M,1,201.81,0.0,Online,201.81,,,0.0,0,201.81,Referral,New York,United States,12.0,6,1059.35,,0.0,0.0
TX000140,CUST00031,2026-05-05 00:00:00,Footwear,XS,1,62.21,0.0,In-Store,62.21,,,0.0,0,62.21,Referral,New York,United States,12.0,6,1059.35,,0.0,0.0
TX000141,CUST00031,2026-06-19 00:00:00,Home & Living,M,1,158.03,0.0,Online,158.03,,,0.0,0,158.03,Referral,New York,United States,12.0,6,1059.35,,0.0,0.0
TX000142,CUST00032,2025-03-05 00:00:00,Apparel,S,1,110.01,0.0,Online,110.01,,,0.0,0,110.01,Google Ads,San Francisco,United States,84.0,3,300.04,,700.68,23.52
TX000143,CUST00032,2025-11-03 00:00:00,Footwear,XS,1,190.32,24.27,Online,144.13,,,0.0,0,144.13,Google Ads,San Francisco,United States,84.0,3,300.04,,700.68,23.52
TX000144,CUST00032,2026-04-08 00:00:00,Home & Living,M,1,45.9,0.0,Online,45.9,,,0.0,0,45.9,Google Ads,San Francisco,United States,84.0,3,300.04,,700.68,23.52
